Letter,Category,Probability
E,train,8.314771093864692e-09
E,train,2.1248840464991213e-19
E,train,1.2793453296263306e-24
E,train,5.476968212292377e-08
E,train,1.340155648676955e-07
E,train,5.386239955450423e-26
E,train,9.396061706764579e-17
E,train,8.687169364939018e-13
E,train,1.097302695755864e-12
E,train,4.0864057607560914e-14
E,train,4.171455657342449e-06
E,train,7.269243540442005e-11
E,train,2.1144194306543795e-07
E,train,3.8175387850891696e-10
E,train,0.00015793845523148775
E,train,7.329767686314881e-05
E,train,1.8610031843948674e-17
E,train,1.513004301110111e-14
E,train,1.350491751979432e-22
E,train,3.2944529642601116e-18
E,train,2.4318400626555103e-09
E,train,3.123915622710305e-12
E,train,2.099365019603283e-06
E,train,1.204297633838891e-10
E,train,1.0172185316292826e-09
E,train,2.715058826652239e-06
E,train,4.549075959675575e-13
E,train,1.9034124970618294e-11
E,train,1.3474538086375468e-17
E,train,5.286066723231286e-13
E,train,8.664774941280484e-05
E,train,9.071709494712366e-10
E,train,3.1612307793693617e-06
E,train,4.136360143291995e-09
E,train,2.1322352149033505e-24
E,train,4.732268976681553e-08
E,train,2.632170468998968e-13
E,train,4.5913162161070886e-10
E,train,0.001888552331365645
E,train,6.352293518263998e-15
E,train,0.0025919703766703606
E,train,5.724638540982596e-08
E,train,1.1493327195567047e-18
E,train,8.089337837219322e-20
E,train,0.0020135678350925446
E,train,1.9234227058295694e-11
E,train,7.621143160996269e-10
E,train,1.4397376791198263e-13
E,train,1.0030521147993572e-16
E,train,1.4255715274154486e-14
E,train,1.5124442647325815e-22
E,train,1.8378408451134332e-18
E,train,2.407959820833306e-16
E,train,1.8324361125698907e-11
E,train,
E,train,8.724086342226656e-08
E,train,8.645030845094815e-18
E,train,1.5068897027958883e-06
E,train,7.254223000074944e-09
E,train,1.0325573163768787e-17
E,train,1.3147340496288962e-06
E,train,1.0245021497823359e-10
E,train,1.1698787147906842e-06
E,train,2.693340828141544e-10
E,train,9.357254276426327e-24
E,train,3.693977068675025e-11
E,train,3.6814616809315297e-16
E,train,1.8275050917004876e-10
E,train,4.892402039047283e-10
E,train,9.662394973020128e-08
E,train,9.70950373426697e-16
E,train,7.484038887749234e-13
E,train,1.288549762612754e-22
E,train,1.2329640140576602e-19
E,train,3.162688244628953e-07
E,train,7.324207725952562e-21
E,train,9.776395248906056e-10
E,train,1.157098594717354e-08
E,train,2.7415841032052413e-05
E,train,4.620951516397243e-13
E,train,3.529839452415945e-13
E,train,1.7226919023566518e-15
E,train,6.417218884838616e-17
E,train,2.8253675987239765e-16
E,train,2.2063495681234294e-16
E,train,0.003862976562231779
E,train,1.1818159367755396e-17
E,train,4.135125813892442e-22
E,train,2.3392228324658234e-16
E,train,0.0006730711902491748
E,train,9.473434857773809e-18
E,train,4.036296289507218e-17
E,train,2.2844705592278344e-14
E,train,1.1895009409745248e-16
E,train,7.605209539414305e-26
E,train,1.9487422035340335e-20
E,train,3.283941707246798e-16
E,train,1.2806084541179782e-19
E,train,0.011788769625127316
E,train,3.231722445207197e-08
E,train,2.1102887330926023e-06
E,train,1.0127304550522354e-10
E,train,3.080282875575485e-18
E,train,1.9334200374032662e-07
E,train,1.708470456772613e-23
E,train,3.654381330875367e-08
E,train,3.502450773851251e-09
E,train,6.88663800948011e-18
E,train,1.9172222665728502e-18
E,train,9.228621827232081e-14
E,train,9.979589599140581e-09
E,train,2.2177648606458433e-10
E,train,2.975356384891023e-20
E,train,7.019714106077727e-23
E,train,2.2706185820453584e-09
E,train,1.9058957018322072e-20
E,train,4.6401552596125306e-23
E,train,1.3252534390494811e-17
E,train,2.6187252366582925e-09
E,train,2.5345005608135018e-11
E,train,2.0439816506012676e-10
E,train,1.6778357837096977e-17
E,train,1.819972341235432e-12
E,train,4.544016307776703e-26
E,train,9.618888151263771e-12
E,train,4.1509661509667e-20
E,train,3.4882791055679263e-07
E,train,1.5834772749830308e-19
E,train,2.4696093694348553e-12
E,train,1.657354639541652e-14
E,train,0.004574278835207224
E,train,7.781331542164751e-22
E,train,3.2387629904373494e-12
E,train,4.4559930745258214e-10
E,train,9.951124957296997e-05
E,train,3.3066761134792344e-12
E,train,0.004544914234429598
E,train,1.8628394454160008e-13
E,train,1.888961209672857e-10
E,train,6.240347173405487e-22
E,train,5.9700638319718824e-24
E,train,1.4248450952436542e-07
E,train,1.728582012770763e-13
E,train,2.8423434401808303e-21
E,train,2.7712453859463082e-11
E,train,3.0192876111815904e-18
E,train,0.0015390767948701978
E,train,1.0417428484288394e-06
E,train,8.489076629147885e-12
E,train,7.571899624840496e-16
E,train,3.1308864945004875e-21
E,train,2.8675943087269715e-17
E,train,7.417242320799728e-22
E,train,1.926412995052404e-13
E,train,0.00010624268907122314
E,train,3.2259917258142465e-14
E,train,5.003010267352892e-13
E,train,1.534333234467014e-13
E,train,2.7454387208081243e-08
E,train,
E,train,2.9817664426445845e-07
E,train,9.548096179862845e-19
E,train,3.558299649329406e-16
E,train,1.442973234334659e-17
E,train,5.4762554491105675e-09
E,train,4.2726822884356685e-19
E,train,1.3757716437684078e-24
E,train,3.4843305324328e-11
E,train,4.757610128081069e-08
E,train,2.689816468517958e-12
E,train,4.020403866888955e-05
E,train,9.79780035451289e-15
E,train,2.918222982055754e-14
E,train,2.59698469326497e-12
E,train,2.9015122994757306e-21
E,train,8.899944748826507e-18
E,train,2.3975800900188915e-08
E,train,4.639603588471597e-13
E,train,2.5297447470151724e-10
E,train,4.2362287619578834e-20
E,train,2.054037109399786e-14
E,train,3.32262649604129e-16
E,train,5.125148691401994e-14
E,train,1.699731968424163e-25
E,train,3.4434517543036725e-20
E,train,2.0781559028376618e-20
E,train,8.44916000160875e-16
E,train,8.68835182030211e-23
E,train,2.3326591769290417e-09
E,train,2.495189927072261e-13
E,train,8.838778775728529e-13
E,train,2.332759159451303e-11
E,train,1.1768941294127878e-17
E,train,1.6917783973312457e-14
E,train,3.390837957639725e-11
E,train,1.4822498783928495e-10
E,train,1.218195815744474e-18
E,train,1.9472453659318911e-16
E,train,1.6728918250663583e-10
E,train,1.611871920659258e-11
E,train,7.583592502121011e-20
E,train,1.8490520127302523e-16
E,train,1.4874281277152401e-12
E,train,6.327882107193261e-10
E,train,1.2866269168573374e-18
E,train,5.480016170622548e-06
E,train,1.0702319733831445e-14
E,train,3.023236771603627e-13
E,train,2.9758466524310023e-11
E,train,7.668886142439546e-13
E,train,2.9846583152225173e-18
E,train,3.187776402383792e-17
E,train,3.683217793259974e-12
E,train,0.0009497744031250477
E,train,1.3739227711084823e-07
E,train,5.262457941404542e-16
E,train,5.264180757968973e-10
E,train,1.958472239493858e-06
E,train,4.8008461568387265e-19
E,train,3.4147218472974084e-15
E,train,1.1400365373948063e-10
E,train,1.8880898752974064e-17
E,train,8.004564788777202e-10
E,train,4.068784426134592e-13
E,train,2.3705636470842736e-17
E,train,4.2348455053797807e-07
E,train,1.6501164650746782e-17
E,train,1.5654513796370395e-10
E,train,7.1114585331599756e-09
E,train,9.821590545385948e-17
E,train,9.958009528077127e-09
E,train,3.06842606867515e-18
E,train,2.8825187028957977e-11
E,train,2.021511846805879e-08
E,train,4.670137984499938e-20
E,train,5.023997884379128e-10
E,train,2.8002387963965703e-08
E,train,2.4422057709472256e-09
E,train,1.7289017168863746e-13
E,train,8.840688597855362e-12
E,train,1.7166761684861333e-15
E,train,6.399277996393948e-09
E,train,5.1248049803355663e-26
E,train,8.195109629967334e-13
E,train,3.9034259765452495e-15
E,train,1.9026211162120887e-11
E,train,1.226112544827629e-10
E,train,5.155871804163326e-06
E,train,0.00026918668299913406
E,train,3.901272967871128e-12
E,train,1.0133633487896532e-08
E,train,9.344846944869811e-15
E,train,3.964113379998496e-13
E,train,4.0870155567154787e-13
E,train,5.093486217345313e-18
E,train,1.1129668693770888e-22
E,train,1.0274343552327662e-16
E,train,2.5467999458358205e-22
E,train,7.472951565282854e-14
E,train,2.046003054416605e-24
E,train,1.7783571837348688e-10
E,train,7.361541237704827e-11
E,train,8.96380303316846e-09
E,train,9.42541224107719e-20
E,train,8.508162707351885e-14
E,train,1.2580968489217526e-09
E,train,7.823714685004438e-15
E,train,4.421430235823642e-12
E,train,3.968140052656999e-12
E,train,1.0629651930253552e-14
E,train,4.624139307546287e-26
E,train,1.1813407383157341e-20
E,train,2.5749606440139683e-13
E,train,1.1247417219806266e-08
E,train,1.6556036106814406e-15
E,train,2.2080341111063717e-08
E,train,1.9189914414463605e-12
E,train,1.9729786601053226e-19
E,train,3.5800054191742134e-14
E,train,1.8213315783940226e-14
E,train,2.470593825007472e-12
E,train,1.1309607764187213e-12
E,train,6.880963737901881e-26
E,train,3.0936181304958522e-22
E,train,1.7864628862182345e-24
E,train,1.3099521467552222e-12
E,train,1.0188338616778231e-13
E,train,0.0002421243116259575
E,train,1.0690562704765319e-15
E,train,6.18870354045788e-18
E,train,1.6395909695036959e-13
E,train,6.022581602501407e-17
E,train,1.0000221076468276e-24
E,train,1.7569016771244564e-17
E,train,9.728676536786308e-15
E,train,4.291062293345385e-17
E,train,3.346391021816046e-14
E,train,5.829865923345778e-09
E,train,1.407826372840093e-11
E,train,1.2404499356941795e-13
E,train,3.235870981531882e-21
E,train,5.817957877615743e-13
E,train,1.0312780631630686e-13
E,train,4.726780078456727e-10
E,train,4.6793464977059416e-17
E,train,7.853009213606109e-17
E,train,4.9895666825395217e-23
E,train,5.907336417280355e-16
E,train,7.092824244603335e-11
E,train,7.378062218655605e-25
E,train,1.3064731518852568e-09
E,train,2.3666613373912737e-12
E,train,1.1467030395975047e-14
E,train,3.7888122874736e-18
E,train,4.9412298017625315e-15
E,train,9.674803318352806e-20
E,train,2.4210377117538918e-17
E,train,6.119543796622934e-18
E,train,1.1081355277831051e-10
E,train,1.2784408948141035e-12
E,train,5.906927194487713e-17
E,train,1.1994576279810419e-15
E,train,8.763068604089597e-10
E,train,1.1405732145274791e-22
E,train,2.768870466240969e-09
E,train,1.871656996055293e-10
E,train,1.2518132836987569e-17
E,train,5.059188620811874e-19
E,train,1.0906844871705346e-11
E,train,5.200828618255707e-17
E,train,9.391263926862873e-16
E,train,1.7346372942483868e-06
E,train,9.615658836458298e-16
E,train,3.907191459262549e-09
E,train,1.7286396272742088e-11
E,train,8.472938400194996e-18
E,train,2.5738741040305484e-14
E,train,4.2549877434794325e-06
E,train,3.990119432778494e-12
E,train,2.0217154617085953e-09
E,train,1.0843801984822266e-12
E,train,1.486081941948214e-07
E,train,1.1509666858166277e-15
E,train,7.229124449327994e-17
E,train,5.710758215786461e-22
E,train,3.9181384181574685e-07
E,train,1.3515206421191638e-17
E,train,1.1333453642237146e-07
E,train,1.9776041830048852e-20
E,train,4.987038793545959e-22
E,train,7.279208902311041e-10
E,train,4.3006425441036094e-20
E,train,3.0636986281251666e-08
E,train,3.790652769453118e-08
E,train,1.7487594705656306e-11
E,train,1.8275860696765484e-13
E,train,7.804744382916498e-18
E,train,3.028095368951744e-21
E,train,2.601977833194269e-08
E,train,1.9647628179181104e-18
E,train,1.2066422527823306e-07
E,train,3.753979332249413e-12
E,train,4.930075098164011e-11
E,train,4.22146761991371e-09
E,train,3.2734140512124046e-14
E,train,1.7534079077563547e-08
E,train,1.2829956541615672e-10
E,train,1.7150555064668338e-12
E,train,1.5936094457935646e-11
E,train,1.2561192974658297e-08
E,train,4.752798207104759e-25
E,train,3.080220591460299e-20
E,train,5.329091118042029e-13
E,train,5.900113026185289e-14
E,train,7.82451721192956e-08
E,train,2.449114390401519e-06
E,train,2.19924833899654e-09
E,train,4.5686711358516874e-11
E,train,1.8207051866170332e-08
E,train,5.195755284348458e-12
E,train,2.862317028767781e-16
E,train,3.4859523588001324e-22
E,train,3.075935637752991e-06
E,train,1.2492743818592889e-11
E,train,1.4632879977161117e-11
E,train,2.1913574493140048e-26
E,train,4.030965339296699e-09
E,train,1.4548104474571e-12
E,train,2.7857481620117486e-16
E,train,1.142736350424195e-13
E,train,1.6047077000536092e-09
E,train,4.168679680947246e-18
E,train,2.8098142732380025e-24
E,train,1.851214055022337e-21
E,train,5.3950432039569576e-14
E,train,0.0001699835411272943
E,train,1.7745419023107445e-10
E,train,2.891651037045729e-17
E,train,3.502567333391049e-11
E,train,9.823729669733439e-07
E,train,1.5214711789233938e-15
E,train,2.736001079028938e-07
E,train,2.503647511531426e-09
E,train,2.5723112528908132e-08
E,train,5.977029262476479e-19
E,train,2.4774567464191932e-06
E,train,2.414215702351008e-11
E,train,6.58723791881501e-18
E,train,3.4275165171349098e-12
E,train,3.291051374289481e-24
E,train,1.5457995061751717e-07
E,train,9.510692927650055e-11
E,train,9.738187145558186e-06
E,train,7.665134870685382e-15
E,train,2.344661687025962e-10
E,train,1.933638906599884e-17
E,train,1.2231880786028881e-10
E,train,2.478155920471181e-06
E,train,2.0206193662719585e-10
E,train,7.031097370990835e-10
E,train,7.80080269927662e-21
E,train,9.77372943441146e-21
E,train,6.73497561365366e-06
E,train,1.6114806395644137e-23
E,train,8.490017405097531e-19
E,train,2.280374821408637e-17
E,train,6.959169839785423e-14
E,train,4.733421064884169e-06
E,train,1.2027350226873068e-09
E,train,1.8452989252182306e-06
E,train,3.967547319329301e-13
E,train,5.775756903858564e-07
E,train,4.289477872704841e-23
E,train,1.8444334872348006e-13
E,train,6.676010855244385e-09
E,train,6.454066975179905e-25
E,train,1.0797324406092157e-12
E,train,8.789025618947434e-15
E,train,2.3861082448545408e-14
E,train,1.1256216403410235e-08
E,train,6.6640798782047206e-12
E,train,1.685413337781938e-07
E,train,7.11503217454279e-11
E,train,7.342213734773395e-07
E,train,6.529541230620994e-12
E,train,2.2641228891728815e-09
E,train,1.031998375644605e-09
E,train,2.3032441974707787e-14
E,train,1.3767736950498488e-10
E,train,8.059366433769977e-13
E,train,2.589630766769435e-11
E,train,1.935528234753292e-05
E,train,8.6587229589792525e-19
E,train,2.0103033820939586e-12
E,train,3.4108136315325055e-09
E,train,8.63623228486432e-10
E,train,7.0328844969935744e-09
E,train,2.9931226327463683e-15
E,train,6.909801498542595e-16
E,train,5.128899475265181e-12
E,train,6.678687500093075e-16
E,train,7.550365497752121e-13
E,train,1.5351065300198363e-16
E,train,4.114653123700896e-15
E,train,4.829173172460344e-10
E,train,5.769958658194242e-18
E,train,8.107381085920018e-12
E,train,7.355218713200884e-06
E,train,2.7759993421844437e-16
E,train,5.532676539132808e-09
E,train,6.855051942755708e-11
E,train,1.0932732600758875e-15
E,train,8.80642776131697e-26
E,train,1.0722496111574602e-16
E,train,2.3896730908774124e-19
E,train,4.3975579004154205e-21
E,train,0.0032379725016653538
E,train,4.4554258286227943e-13
E,train,2.469458948439751e-08
E,train,6.838737022454736e-16
E,train,8.46770007217085e-19
E,train,5.414847459306316e-10
E,train,1.8908229648673114e-08
E,train,3.1001409772635213e-10
E,train,2.592091448150313e-07
E,train,2.5341761155176564e-19
E,train,1.5306484804335367e-19
E,train,2.864961054210152e-23
E,train,2.5926899516193203e-11
E,train,1.3197427092132008e-12
E,train,2.3936140895083447e-19
E,train,6.406073596729214e-22
E,train,4.755377432366019e-16
E,train,4.869932921009769e-15
E,train,1.922527761988313e-11
E,train,0.0037006402853876352
E,train,5.2770137124501265e-23
E,train,4.0643698068805326e-17
E,train,1.2759822224425038e-13
E,train,1.2837400565195274e-17
E,train,7.364585030700255e-08
E,train,5.005339133619391e-13
E,train,2.808774990370466e-09
E,train,3.418291427692566e-08
E,train,1.2008666630536347e-13
E,train,4.228045813124717e-19
E,train,6.727180448251602e-07
E,train,3.3487024053225137e-14
E,train,4.997566386600889e-16
E,train,6.531932546932628e-12
E,train,9.414538274671053e-17
E,train,3.4689016923971752e-25
E,train,1.6385508061489418e-08
E,train,1.2604248360804894e-23
E,train,3.993472073860551e-18
E,train,7.555120973279372e-09
E,train,9.39273818770757e-15
E,train,2.0994966844277383e-18
E,train,7.295846558008634e-07
E,train,2.5972649031480444e-10
E,train,1.6115529731790418e-25
E,train,1.0660253875385134e-13
E,train,3.7727625385765295e-13
E,train,1.884492318053252e-13
E,train,1.4710743745111748e-13
E,train,1.3600149042429337e-14
E,train,8.207972134438417e-16
E,train,1.4841625275006145e-17
E,train,9.347131834171585e-22
E,train,9.4750682994027e-13
E,train,1.7616298502408367e-13
E,train,5.63064705971783e-10
E,train,3.5773413742390403e-07
E,train,6.953577212698292e-06
E,train,2.1287665911712966e-15
E,train,3.8275732280854324e-24
E,train,6.196603646868581e-11
E,train,6.590847078769002e-06
E,train,1.0668292147351314e-20
E,train,7.729805510947596e-12
E,train,1.8500878606886317e-10
E,train,3.777289869777434e-10
E,train,6.73721535916598e-14
E,train,1.9179146118486479e-13
E,train,1.4653783828727507e-13
E,train,1.616199006093666e-05
E,train,1.5807238059727807e-13
E,train,2.649271967682071e-23
E,train,3.272417622374129e-20
E,train,3.949807494962876e-11
E,train,1.8904848173018074e-11
E,train,5.193503504856423e-13
E,train,4.822642285517986e-12
E,train,1.257178831227686e-23
E,train,2.7661116064336966e-07
E,train,6.101251905060018e-16
E,train,2.5643922478123943e-14
E,train,2.2008279191589562e-15
E,train,8.299549246287422e-19
E,train,4.29810825153254e-06
E,train,1.9561385931204933e-12
E,train,6.529617964910638e-19
E,train,7.139832141735649e-25
E,train,6.944339503434094e-08
E,train,1.2099908003175043e-15
E,train,1.4722246066179396e-25
E,train,8.212158718379214e-06
E,train,5.1659412747540046e-06
E,train,7.906364452026082e-09
E,train,5.841808227945088e-17
E,train,3.2874949277424686e-20
E,train,
E,train,2.1271089334362614e-09
E,train,3.6812445453060505e-12
E,train,1.9279386030343626e-13
E,train,4.362577799010836e-10
E,train,0.0005199204897508025
E,train,3.0230061075914305e-13
E,train,1.5364527705674647e-10
E,train,7.54360155067834e-20
E,train,7.110568000557888e-15
E,train,8.712225819246244e-13
E,train,1.1650569266929703e-17
E,train,4.19855537672113e-18
E,train,4.2098264430023846e-08
E,train,6.058663717129337e-18
E,train,1.1671752450822145e-23
E,train,
E,train,1.4189570983917157e-30
E,train,4.550033594341585e-08
E,train,2.0827254376969313e-14
E,train,3.053420414289576e-07
E,train,1.6266917027439116e-17
E,train,5.616163448444095e-19
E,train,9.799810766281651e-24
E,train,2.3178911047472273e-12
E,train,2.5796822455959045e-07
E,train,4.0314202252323403e-16
E,train,4.67219318789347e-10
E,train,5.412965319978027e-15
E,train,1.7745783259164545e-22
E,train,2.3764745970235163e-18
E,train,1.6555457477432313e-16
E,train,1.2611285171541808e-13
E,train,7.343615493482503e-08
E,train,1.6968122929609543e-15
E,train,0.0001919097703648731
E,train,4.1443400794483054e-11
E,train,6.3166607361386795e-12
E,train,6.8960719009687e-19
E,train,6.6472599993816495e-12
E,train,1.3307425636693154e-13
E,train,3.098016168223694e-05
E,train,2.0782658435421232e-21
E,train,
E,train,7.983432248614974e-10
E,train,4.540284259668681e-10
E,train,1.1004088265598178e-12
E,train,4.460028080188749e-08
E,train,9.935000738758859e-12
E,train,2.0171460335394187e-10
E,train,2.269715099951031e-19
E,train,2.5646442435023342e-12
E,train,1.335297525884016e-07
E,train,3.669723136479064e-10
E,train,4.4043075935439047e-13
E,train,1.35996357404633e-13
E,train,5.52411975296287e-18
E,train,8.122515789306395e-13
E,train,9.294792869485215e-22
E,train,1.7760334230843e-05
E,train,4.553217358704842e-09
E,train,9.242889250195632e-14
E,train,4.838337645196589e-06
E,train,5.2271237033351435e-24
E,train,1.621248166099043e-15
E,train,6.751693269816924e-16
E,train,2.7612304728209855e-19
E,train,3.341452650326964e-15
E,train,6.020060514813023e-15
E,train,3.9981571831049223e-07
E,train,1.9375067522586775e-11
E,train,2.4472001097474943e-20
E,train,2.9891253361391534e-10
E,train,1.5647676210317485e-10
E,train,2.731589802351664e-06
E,train,1.665526483164902e-19
E,train,3.6202057109220495e-20
E,train,2.437521885723104e-11
E,train,1.7454634871683083e-05
E,train,2.919286177811148e-14
E,train,1.056051768674253e-18
E,train,7.415964375923068e-08
E,train,0.0013486524112522602
E,train,8.534587619957179e-11
E,train,6.771265215199662e-10
E,train,3.721958952372633e-24
E,train,8.867016276781214e-08
E,train,1.190599885347865e-08
E,train,2.1911612549230147e-22
E,train,5.971005911931115e-10
E,train,6.127244978754165e-13
E,train,5.785354969612203e-14
E,train,8.33462050071188e-16
E,train,2.1051880399504397e-13
E,train,2.8478255309494216e-09
E,train,4.268730435796897e-08
E,train,1.5276569546580736e-14
E,train,2.698942012102634e-07
E,train,1.2706992610098198e-14
E,train,1.646467495675097e-08
E,train,2.005910073765336e-16
E,train,3.2784731729407213e-07
E,train,5.317325029958531e-16
E,train,1.5159858841655638e-21
E,train,7.793158147251233e-06
E,train,3.8888137582326063e-16
E,train,8.608156220677343e-22
E,train,1.9249442819343683e-20
E,train,9.468985491534188e-12
E,train,1.0437968035476725e-13
E,train,7.660078083990274e-15
E,train,8.022087334691452e-12
E,train,9.347527196723604e-10
E,train,5.811455205950722e-10
E,train,4.034436413419273e-12
E,train,1.7453166023528865e-08
E,train,1.4201379462731156e-22
E,train,2.3934603373119864e-18
E,train,2.837985846326774e-07
E,train,5.363895091980986e-13
E,train,1.8664057799266942e-10
E,train,0.0007762004970572889
E,train,6.681105975475557e-24
E,train,1.3469921792547135e-12
E,train,1.9920119698722816e-13
E,train,5.2608491743748e-17
E,train,2.7510500443672172e-21
E,train,8.955328667070717e-06
E,train,5.974409161835226e-11
E,train,3.4497620617912617e-06
E,train,3.0127732770779403e-06
E,train,3.528019196230581e-11
E,train,1.4048638377062161e-06
E,train,7.112032520523691e-15
E,train,1.854631309639032e-10
E,train,7.343724295338916e-09
E,train,6.316080547463798e-09
E,train,6.23714913050577e-10
E,train,1.6627794422000075e-17
E,train,5.4018443364223234e-12
E,train,5.951513950039995e-15
E,train,1.3455557798757044e-21
E,train,6.960554094909144e-13
E,train,4.8085907949696124e-15
E,train,1.886605830560425e-18
E,train,3.505603308440186e-05
E,train,2.9068275513548106e-15
E,train,4.442266409457546e-16
E,train,3.970747354482188e-18
E,train,4.991087448592607e-24
E,train,4.4555059579396046e-15
E,train,2.3518660421595943e-23
E,train,1.284699256698385e-11
E,train,1.4021325114299543e-05
E,train,2.714187642254153e-16
E,train,4.115645424462855e-07
E,train,0.0001535669289296493
E,train,3.2486584586877143e-06
E,train,6.37788571955511e-11
E,train,9.27268209357413e-17
E,train,1.1041440908471166e-17
E,train,1.3437739633337067e-16
E,train,1.8111493035593897e-19
E,train,1.9735246423180364e-11
E,train,8.691894315404625e-09
E,train,5.418034510623615e-12
E,train,7.074469898782354e-09
E,train,3.398005098841491e-26
E,train,2.2428706461519177e-11
E,train,8.616047328727228e-13
E,train,1.7707157587902144e-16
E,train,1.0624955640780795e-13
E,train,6.120484954408312e-07
E,train,1.706871796680609e-11
E,train,1.0143072371395661e-15
E,train,1.744221362293488e-16
E,train,3.8081681905111076e-12
E,train,2.8078960221745295e-17
E,train,2.2504846362920297e-23
E,train,4.232918703050981e-12
E,train,5.224385894920605e-19
E,train,3.3829709866761704e-14
E,train,4.492160495580405e-13
E,train,8.011745834899525e-17
E,train,3.387462128150203e-23
E,train,1.9573273479721308e-25
E,train,9.57287284109043e-07
E,train,7.378927330270457e-12
E,train,5.447761221692997e-17
E,train,2.203569408397772e-20
E,train,5.4424073381916394e-15
E,train,1.051265825727113e-16
E,train,1.9774516090342517e-14
E,train,6.968405172852523e-24
E,train,4.055310193939607e-17
E,train,5.134922348437598e-11
E,train,4.8605915028542696e-14
E,train,2.3340756882817004e-08
E,train,1.3640707948070485e-05
E,train,8.197990897240715e-12
E,train,1.1162978142283276e-19
E,train,1.0529326612235973e-21
E,train,1.1678074956708584e-12
E,train,4.08029998677506e-10
E,train,1.9485897340132396e-09
E,train,1.6591790441555787e-11
E,train,6.40302857846109e-07
E,train,3.30215783606036e-07
E,train,3.0155617586347105e-12
E,train,1.1093644129910958e-21
E,train,2.3789338877026977e-17
E,train,2.9874595852685815e-11
E,train,2.6184254764416437e-09
E,train,1.0884647053899243e-05
E,train,1.802738459812797e-13
E,train,8.791162391905781e-17
E,train,2.8373934061673434e-13
E,train,4.679856502320945e-09
E,train,3.03327007955545e-09
E,train,1.550165684705007e-08
E,train,6.543048302600982e-14
E,train,1.2365541923742285e-10
E,train,2.4670480502225756e-12
E,train,9.935584799336539e-09
E,train,7.438651474303559e-14
E,train,6.062365681242757e-17
E,train,1.80643837666139e-06
E,train,2.5614753373925936e-13
E,train,6.596159209948382e-07
E,train,1.4769772210820875e-11
E,train,2.8114339067416433e-16
E,train,3.393953784680548e-09
E,train,1.395127902092952e-09
E,train,4.955520708047631e-22
E,train,2.4608783489696255e-19
E,train,1.4784728483752298e-16
E,train,5.0111785381001805e-12
E,train,4.390177821278485e-08
E,train,6.753607117992999e-10
E,train,1.2362080781258555e-07
E,train,2.4882165648169265e-18
E,train,4.7755880196523326e-14
E,train,8.02600902269834e-15
E,train,5.476180831434604e-17
E,train,1.9686251327005744e-12
E,train,5.237258196566508e-11
E,train,4.085102395245954e-11
E,train,6.508807512507389e-25
E,train,5.387532000383777e-12
E,train,1.2791006420004563e-14
E,train,2.29204068918909e-12
E,train,3.935378769821113e-14
E,train,2.15646605085417e-15
E,train,1.2763448880692002e-13
E,train,1.9595107758618724e-08
E,train,4.723864761253515e-23
E,train,9.747367585077882e-06
E,train,9.857648551603315e-12
E,train,3.6641836786976967e-10
E,train,2.288576972375722e-08
E,train,2.2662374021820142e-07
E,train,1.0659412930950538e-22
E,train,3.0980379326077207e-20
E,train,2.0753049085342242e-19
E,train,1.2304722518674538e-10
E,train,1.9955728021159302e-06
E,train,6.743060548246524e-19
E,train,2.979337542106719e-16
E,train,0.0004702164442278445
E,train,3.6398765945744316e-12
E,train,2.2670178180441564e-13
E,train,3.20759261165926e-13
E,train,7.754709281272101e-25
E,train,1.318026074139978e-21
E,train,2.2044601699633404e-09
E,train,2.0178520312996717e-12
E,train,4.191536186740801e-15
E,train,1.2385355328131675e-12
E,train,6.92065635500863e-20
E,train,5.11734591124216e-17
E,train,2.360011880451424e-20
E,train,1.985890184935668e-12
E,train,6.679107968921016e-07
E,train,1.5470524417082743e-08
E,train,1.1630507223969744e-08
E,train,7.4548752309056e-06
E,train,1.0928292937251172e-07
E,train,5.945291814413167e-09
E,train,1.798719388125939e-21
E,train,1.8777972341128824e-13
E,train,1.9973275124272817e-16
E,train,
E,train,6.052883888552074e-12
E,train,1.1878584497912089e-18
E,train,2.328917645399997e-07
E,train,3.1308864945004875e-21
E,train,1.4844311890804818e-10
E,train,1.9388457506153145e-10
E,train,6.106205509245516e-18
E,train,1.8859586115027582e-10
E,train,2.8829391131302007e-13
E,train,2.843182719925429e-18
E,train,1.2839319444229893e-23
E,train,8.09358785232913e-15
E,train,1.0080881558047025e-17
E,train,7.244540523032583e-10
E,train,1.83503877078841e-18
E,train,1.9658244121458555e-21
E,train,1.7608668501087906e-17
E,train,0.0017212729435414076
E,train,2.810521162566528e-17
E,train,8.565850806441233e-11
E,train,0.05179378390312195
E,train,1.7775334981706692e-06
E,train,1.6330211233550448e-17
E,train,5.943938510876226e-14
E,train,2.23350249406451e-09
E,train,2.127840746901681e-23
E,train,7.087255451563787e-14
E,train,1.1158143742306947e-08
E,train,2.808827059830321e-10
E,train,9.896377051177296e-09
E,train,1.2134629287174903e-05
E,train,1.3253996323039658e-14
E,train,2.503320120639252e-11
E,train,9.672576697656709e-15
E,train,1.0644122302311265e-13
E,train,0.00011185875337105244
E,train,1.3479373592417687e-05
E,train,4.6959637885885235e-15
E,train,1.752338479027026e-15
E,train,5.679824557729141e-13
E,train,1.0240257755390067e-17
E,train,6.459448183586056e-14
E,train,2.568857071505448e-10
E,train,6.064624930718354e-12
E,train,4.1076545139742075e-17
E,train,6.083881869066665e-19
E,train,1.035192952036489e-15
E,train,1.089722892215957e-20
